,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker
,Name,Tracker Nico,Tracker Nico,Tracker Nico,Tracker Nico,Tracker Nico,Tracker Nico,Tracker Nico,"Tracker Nico:Marker1","Tracker Nico:Marker1","Tracker Nico:Marker1","Tracker Nico:Marker2","Tracker Nico:Marker2","Tracker Nico:Marker2","Tracker Nico:Marker3","Tracker Nico:Marker3","Tracker Nico:Marker3","Tracker Nico:Marker4","Tracker Nico:Marker4","Tracker Nico:Marker4","Tracker Nico:Marker5","Tracker Nico:Marker5","Tracker Nico:Marker5"
,ID,"8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94","8EE804E77AE011ED98B8270975E6FD94"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
6865,57.208333,0.032811,0.167000,-0.696469,-0.697113,-422.169403,633.442383,-10.909260,-447.647278,647.030823,-16.320789,-414.514557,650.057922,-9.992631,-431.838501,632.565735,8.998580,-427.511780,609.787964,-24.270832,-389.334686,627.769653,-12.960562
6866,57.216667,0.031026,0.166989,-0.695757,-0.697907,-419.068695,629.888123,-14.575347,-444.540649,643.529663,-19.879971,-411.386353,646.489502,-13.633697,-428.684967,628.970947,5.356239,-424.483032,606.278748,-27.987574,-386.248260,624.171814,-16.731672
6867,57.225000,0.028760,0.166877,-0.694965,-0.698819,-415.748108,626.233093,-18.289385,-441.216553,639.933472,-23.457750,-408.035431,642.818787,-17.319939,-425.294861,625.265076,1.673207,-421.248627,602.677307,-31.760653,-382.944946,620.470886,-20.581734
6868,57.233333,0.025904,0.167550,-0.695386,-0.698351,-412.198944,622.427002,-22.067179,-437.712646,636.094727,-27.096544,-404.520325,639.025085,-21.041071,-421.685486,621.342651,-2.081886,-417.686157,598.923279,-35.634502,-379.389801,616.749084,-24.481825
6869,57.241667,0.024133,0.167849,-0.695697,-0.698033,-408.420135,618.591309,-25.789202,-433.963898,632.234924,-30.730833,-400.764191,635.197937,-24.732079,-417.865967,617.437561,-5.788509,-413.899017,595.117065,-39.410889,-375.607422,612.969055,-28.283636
6870,57.250000,0.020778,0.167210,-0.694976,-0.699012,-404.352020,614.580444,-29.562237,-429.906677,628.276367,-34.298508,-396.668671,631.172974,-28.482237,-413.682098,613.356873,-9.511449,-409.940674,591.169067,-43.247246,-371.561707,608.927002,-32.271687
6871,57.258333,0.017115,0.167790,-0.693901,-0.700039,-400.201080,610.402832,-33.327351,-425.753906,624.171021,-37.859680,-392.484741,626.975281,-32.177666,-409.441437,609.067810,-13.242135,-405.891968,587.087952,-47.134399,-367.433136,604.712036,-36.222824
6872,57.266667,0.014443,0.168959,-0.693374,-0.700341,-395.831635,606.141418,-37.176910,-421.391052,619.940125,-41.577667,-388.109100,622.705627,-35.951881,-405.028992,604.696960,-17.079548,-401.557526,582.904785,-51.100864,-363.071289,600.459778,-40.174538
6873,57.275000,0.010331,0.169057,-0.692292,-0.701459,-391.285461,601.801880,-40.966171,-416.847015,615.670227,-45.128727,-383.527771,618.345215,-39.682739,-400.366364,600.246094,-20.824203,-397.132813,578.662842,-55.001827,-358.553040,596.085022,-44.193306
6874,57.283333,0.008054,0.167364,-0.692139,-0.702045,-386.568695,597.365173,-44.789429,-412.149567,611.244751,-48.792992,-378.798950,613.905151,-43.535290,-395.534668,595.793579,-24.597265,-392.503082,574.240723,-58.812538,-353.856995,591.641785,-48.209011
6875,57.291667,0.003998,0.166774,-0.691398,-0.702950,-381.788452,592.932495,-48.577946,-407.382324,606.856201,-52.337719,-373.994568,609.458557,-47.291210,-390.619812,591.265381,-28.334177,-387.839355,569.886047,-62.679386,-349.106018,587.196472,-52.247185
6876,57.300000,0.000863,0.168321,-0.691275,-0.702714,-376.870789,588.561096,-52.316986,-402.489227,602.478027,-55.931808,-369.094147,605.087830,-50.937611,-385.657898,586.750000,-32.066345,-382.923279,565.600586,-66.557327,-344.189178,582.889221,-56.091782
6877,57.308333,-0.003118,0.166621,-0.689752,-0.704606,-371.800171,584.185791,-56.150818,-397.400543,598.203369,-59.494720,-363.955353,600.680603,-54.775944,-380.420593,582.328064,-35.832851,-378.052612,561.299927,-70.424919,-339.171600,578.416931,-60.225597
6878,57.316667,-0.007174,0.167169,-0.688742,-0.705434,-366.614807,579.952881,-59.872318,-392.214539,594.023621,-62.990002,-358.742676,596.428528,-58.425430,-375.133789,577.967285,-39.523682,-372.968262,557.172241,-74.269554,-334.014587,574.172791,-64.152878
6879,57.325000,-0.010800,0.166876,-0.688326,-0.705864,-361.295135,575.802002,-63.546417,-386.912140,589.886414,-66.453545,-353.415466,592.270874,-62.063480,-369.700775,573.717407,-43.160610,-367.727966,553.091064,-78.018349,-328.719086,570.044312,-68.036064
6880,57.333333,-0.013958,0.165247,-0.687557,-0.706940,-355.815216,571.727600,-67.223541,-381.431000,585.856689,-69.916206,-347.900848,588.181152,-65.755768,-364.080597,569.605286,-46.784332,-362.383240,549.061646,-81.705360,-323.280060,565.933105,-71.956001
6881,57.341667,-0.016461,0.164142,-0.685864,-0.708786,-350.141602,567.858765,-70.752464,-375.714355,582.098694,-73.264389,-342.152008,584.276184,-69.288139,-358.299896,565.718262,-50.272160,-356.883881,545.256592,-85.253853,-317.657684,561.944031,-75.683739
6882,57.350000,-0.021124,0.164795,-0.686216,-0.708170,-344.305756,564.039856,-74.269737,-369.931641,578.224426,-76.541771,-336.355103,580.468872,-72.725616,-352.349945,561.724304,-53.763351,-351.060242,541.526367,-88.902794,-311.831604,558.255127,-79.415092
6883,57.358333,-0.024130,0.162379,-0.685651,-0.709178,-338.273071,560.333618,-77.734161,-363.900574,574.548523,-79.788223,-330.292480,576.752319,-76.235199,-346.157471,558.004517,-57.167343,-345.167633,537.843445,-92.337685,-305.846954,554.519226,-83.142334
6884,57.366667,-0.026911,0.160839,-0.685128,-0.709934,-332.075989,556.752625,-81.092880,-357.704376,570.991943,-82.958344,-324.072906,573.162048,-79.611725,-339.833191,554.389282,-60.481659,-339.080109,534.296753,-95.697037,-299.689117,550.923096,-86.715591
6885,57.375000,-0.030987,0.160458,-0.685107,-0.709874,-325.750488,553.229919,-84.385056,-351.409271,567.442993,-86.018806,-317.760956,569.642456,-82.866165,-333.378357,550.747131,-63.739628,-332.813019,530.841614,-99.064545,-293.390656,547.475525,-90.236084
6886,57.383333,-0.034629,0.159294,-0.685046,-0.710027,-319.300140,549.857544,-87.621742,-344.982544,564.051819,-89.032677,-311.315918,566.272217,-86.097466,-326.787231,547.293457,-66.934753,-326.439911,527.515198,-102.333893,-286.974854,544.155151,-93.709869
6887,57.391667,-0.039397,0.158072,-0.684129,-0.710935,-312.717072,546.615295,-90.780075,-338.396973,560.840515,-91.893959,-304.704193,563.014221,-89.237373,-320.028107,543.947937,-70.043243,-320.004944,524.358215,-105.548798,-280.450958,540.915649,-97.176956
6888,57.400000,-0.041337,0.157142,-0.685148,-0.710049,-306.109161,543.556580,-93.817825,-331.840332,557.697021,-94.821213,-298.145630,559.980347,-92.283783,-313.336090,540.839233,-73.058006,-313.375946,521.293335,-108.587669,-273.847565,537.972839,-100.338402
6889,57.408333,-0.045084,0.155038,-0.684363,-0.711040,-299.390411,540.673584,-96.816528,-325.113159,554.845093,-97.564484,-291.395538,557.084412,-95.307564,-306.443787,537.910156,-76.003174,-306.807617,518.456970,-111.581863,-267.191681,535.071106,-103.625519
6890,57.416667,-0.048686,0.153224,-0.684381,-0.711178,-292.618042,538.091919,-99.633057,-318.361359,552.236389,-100.149559,-284.630188,554.507751,-98.141426,-299.510956,535.266113,-78.774376,-300.121948,515.905762,-114.400253,-260.465515,532.543518,-106.699669
6891,57.425000,-0.051576,0.151853,-0.684409,-0.711242,-285.766510,535.607971,-102.445389,-311.526093,549.728394,-102.778023,-277.785797,552.028320,-100.964584,-292.533051,532.729187,-81.552589,-293.336334,513.447266,-117.217171,-253.651016,530.106812,-109.714539
6892,57.433333,-0.053799,0.151040,-0.685311,-0.710381,-278.881897,533.279785,-105.120346,-304.687897,547.317627,-105.327583,-270.948425,549.722961,-103.639488,-285.558685,530.340393,-84.207130,-286.437195,511.122223,-119.904373,-246.777115,527.895691,-112.523117
6893,57.441667,-0.059261,0.150198,-0.684055,-0.711335,-271.925568,531.103271,-107.739075,-297.712891,545.176270,-107.614670,-263.956177,547.525330,-106.217537,-278.415802,528.028687,-86.786606,-279.645752,509.058105,-122.605667,-239.896957,525.727844,-115.470879
6894,57.450000,-0.061117,0.148232,-0.684592,-0.711074,-264.910034,528.975647,-110.291641,-290.723236,542.999390,-110.035751,-256.964294,545.413269,-108.814384,-271.285461,525.892578,-89.305206,-272.665161,506.913055,-125.114098,-232.911789,523.660034,-118.188766
6895,57.458333,-0.063660,0.146588,-0.684636,-0.711149,-257.816681,526.991943,-112.708374,-283.640717,540.991577,-112.282967,-249.877426,543.434875,-111.255386,-264.066681,523.874878,-91.689262,-265.638092,504.942108,-127.514999,-225.860245,521.716431,-120.799248
6896,57.466667,-0.067036,0.143496,-0.685211,-0.710915,-250.718140,525.115601,-115.098152,-276.572571,539.049866,-114.437309,-242.807770,541.577881,-113.708473,-256.773376,521.973938,-94.025742,-258.615143,503.052307,-129.844437,-218.821625,519.924133,-123.474762
6897,57.475000,-0.069986,0.143388,-0.684006,-0.711812,-243.577240,523.318298,-117.414948,-269.399170,537.303162,-116.575226,-235.626114,539.758057,-115.991600,-249.541824,520.099121,-96.328384,-251.588257,501.334656,-132.218597,-211.730621,518.096558,-125.960884
6898,57.483333,-0.072033,0.138909,-0.684964,-0.711576,-236.410889,521.512024,-119.669739,-262.264893,535.425110,-118.646309,-228.495285,537.979492,-118.374435,-242.176651,518.348816,-98.519508,-244.490234,499.454163,-134.325104,-204.627106,516.352600,-128.483292
6899,57.491667,-0.075145,0.136498,-0.685625,-0.711084,-229.254333,519.852783,-121.837334,-255.139175,533.691589,-120.606819,-221.375824,536.341248,-120.584290,-234.853134,516.652039,-100.647926,-237.380539,497.786804,-136.454575,-197.522797,514.792114,-130.893051
6900,57.500000,-0.079714,0.138431,-0.685079,-0.710739,-222.055283,518.356873,-123.933578,-247.944443,532.166260,-122.483078,-214.182922,534.838196,-122.553963,-227.577698,514.954407,-102.755554,-230.218643,496.423096,-138.728027,-190.352463,513.402405,-133.147247
6901,57.508333,-0.081716,0.136452,-0.685460,-0.710526,-214.914642,516.863525,-125.915199,-240.819000,530.628723,-124.323059,-207.062958,533.358154,-124.577316,-220.316040,513.450439,-104.707703,-223.120956,494.916748,-140.666489,-183.253983,511.963531,-135.301422
6902,57.516667,-0.084381,0.132784,-0.685960,-0.710428,-207.821808,515.497314,-127.846184,-233.741165,529.208557,-126.045807,-199.994659,532.010742,-126.599434,-213.029831,512.101624,-106.587585,-216.109146,493.512604,-142.495331,-176.233963,510.653137,-137.502747
6903,57.525000,-0.087497,0.133005,-0.684962,-0.710972,-200.787994,514.198608,-129.649704,-226.680420,527.936157,-127.671349,-192.932739,530.695007,-128.355530,-205.909927,510.705780,-108.385918,-209.168243,492.297333,-144.370819,-169.248398,509.358765,-139.464874
6904,57.533333,-0.090287,0.130031,-0.685358,-0.710792,-193.710922,513.052124,-131.384720,-219.615265,526.736389,-129.203354,-185.879868,529.565002,-130.155746,-198.656738,509.552643,-110.080368,-202.162262,491.130737,-146.035126,-162.240234,508.275757,-141.448975
6905,57.541667,-0.093833,0.129282,-0.685287,-0.710537,-186.735916,511.965576,-133.014587,-212.644669,525.606689,-130.625381,-178.919128,528.483643,-131.764206,-191.551956,508.372833,-111.696053,-195.244843,490.092987,-147.704514,-155.318741,507.271698,-143.282806
6906,57.550000,-0.095676,0.125686,-0.685738,-0.710502,-179.928558,511.015167,-134.589676,-205.843750,524.614563,-132.037979,-172.133133,527.550476,-133.438156,-184.577057,507.465424,-113.226784,-188.507523,489.091461,-149.162155,-148.581070,506.353973,-145.083267
6907,57.558333,-0.098759,0.123760,-0.685526,-0.710623,-173.142609,510.157166,-135.960449,-199.048309,523.734314,-133.202408,-165.350372,526.695740,-134.834488,-177.638321,506.566467,-114.571724,-181.809204,488.253387,-150.511078,-141.866623,505.535889,-146.682541
6908,57.566667,-0.100782,0.124761,-0.684189,-0.711451,-166.502991,509.527374,-137.273895,-192.366409,523.162903,-134.408661,-158.663498,526.039490,-136.089218,-170.969696,505.854553,-115.893036,-175.255875,487.711823,-151.905151,-135.259277,504.868195,-148.073410
6909,57.575000,-0.104486,0.122318,-0.683961,-0.711560,-159.904266,509.112366,-138.380432,-185.754745,522.717590,-135.265656,-152.070282,525.629578,-137.230865,-164.183090,505.393372,-116.969154,-168.762543,487.317169,-152.978607,-128.750443,504.504089,-149.457901
6910,57.583333,-0.106161,0.119798,-0.683887,-0.711812,-153.428848,508.867371,-139.418869,-179.266983,522.463562,-136.165131,-145.596252,525.389587,-138.334106,-157.578278,505.169861,-117.978416,-162.363220,487.051849,-153.940094,-122.339287,504.261963,-150.676590
6911,57.591667,-0.108479,0.117608,-0.684110,-0.711614,-146.938629,508.749298,-140.337463,-172.777924,522.302979,-136.919693,-139.126007,525.283813,-139.296310,-150.949219,505.038971,-118.872826,-155.927704,486.923645,-154.809601,-115.912018,504.197174,-151.788910
6912,57.600000,-0.110740,0.115276,-0.685693,-0.710122,-140.489258,508.759979,-141.228531,-166.380493,522.175720,-137.663162,-132.759109,525.335938,-140.232147,-144.357224,505.029083,-119.741287,-149.444382,486.886139,-155.648895,-109.504799,504.372955,-152.857147
6913,57.608333,-0.112475,0.114438,-0.686041,-0.709649,-134.091843,508.867157,-141.849136,-159.993988,522.233337,-138.178192,-126.386986,525.455139,-140.856628,-137.880615,505.100800,-120.353966,-143.057968,486.997162,-156.268509,-103.139389,504.549316,-153.588364
6914,57.616667,-0.114984,0.112490,-0.685987,-0.709610,-127.838432,509.172607,-142.402954,-153.730469,522.509766,-138.559021,-120.143951,525.767334,-141.443207,-131.489883,505.383087,-120.888107,-136.872360,487.306793,-156.786285,-96.955261,504.896179,-154.338135
6915,57.625000,-0.115324,0.109192,-0.686016,-0.710042,-121.603951,509.579834,-142.859634,-147.479416,522.925720,-138.935455,-113.909424,526.180481,-142.009033,-125.141563,505.878571,-121.310432,-130.706650,487.652100,-157.104660,-90.782448,505.262329,-154.938599
6916,57.633333,-0.116702,0.107961,-0.686757,-0.709288,-115.459236,509.950531,-143.358551,-141.357132,523.226135,-139.345154,-107.806297,526.571472,-142.528656,-118.915749,506.233856,-121.798828,-124.550354,488.002441,-157.579651,-84.666382,505.718658,-155.540451
6917,57.641667,-0.117137,0.105835,-0.687960,-0.708370,-109.415794,510.522247,-143.686768,-135.348145,523.715149,-139.623230,-101.819542,527.172119,-142.919846,-112.791542,506.844116,-122.107666,-118.473152,488.508575,-157.827805,-78.646347,506.371185,-155.955322
6918,57.650000,-0.118686,0.103721,-0.688576,-0.707827,-103.431427,511.049866,-143.964493,-129.375854,524.182373,-139.784164,-95.872253,527.718872,-143.246384,-106.693146,507.379120,-122.366608,-112.503654,489.003967,-158.045639,-72.711983,506.965027,-156.379715
6919,57.658333,-0.120760,0.103088,-0.690486,-0.705705,-97.407372,511.590485,-144.180817,-123.420677,524.552612,-139.897873,-89.949722,528.304443,-143.447922,-100.584351,507.852844,-122.581764,-106.382980,489.519165,-158.284058,-66.698883,507.723328,-156.692474
6920,57.666667,-0.121737,0.097927,-0.690466,-0.706291,-91.597969,512.110657,-144.340546,-117.581039,525.082458,-139.906250,-84.144844,528.833008,-143.771347,-94.583328,508.498383,-122.692886,-100.682640,489.951447,-158.234543,-60.997746,508.187958,-157.097748
6921,57.675000,-0.123551,0.098040,-0.689101,-0.707293,-85.757469,512.884949,-144.407547,-111.688820,525.921997,-139.862946,-78.252808,529.583435,-143.814026,-88.691444,509.222198,-122.761337,-94.948189,490.791138,-158.335922,-55.205872,508.906128,-157.263489
6922,57.683333,-0.125407,0.097020,-0.690426,-0.705813,-79.889633,513.539490,-144.405167,-105.864197,526.452820,-139.755585,-72.458664,530.270996,-143.814758,-82.733696,509.834930,-122.754082,-89.027336,491.422638,-158.331879,-49.364021,509.716034,-157.369583
6923,57.691667,-0.126876,0.095977,-0.690405,-0.705714,-74.115662,514.434692,-144.363953,-100.082291,527.327942,-139.615265,-66.693619,531.170654,-143.788376,-76.881775,510.713989,-122.705536,-83.287430,492.321045,-158.273346,-43.632969,510.639832,-157.437286
6924,57.700000,-0.128291,0.093472,-0.690857,-0.705352,-68.364990,515.342163,-144.144318,-94.332428,528.189331,-139.276566,-60.974308,532.094116,-143.632401,-71.008545,511.647461,-122.466148,-77.565079,493.189575,-157.972733,-37.944363,511.590485,-157.373718
6925,57.708333,-0.129282,0.091702,-0.692186,-0.704100,-62.617466,516.325806,-144.021667,-88.623062,529.067505,-139.080917,-55.296318,533.109436,-143.550323,-65.174019,512.641235,-122.331352,-71.768852,494.120819,-157.798294,-32.224842,512.690186,-157.347519
6926,57.716667,-0.131291,0.090568,-0.692132,-0.703927,-56.884361,517.367981,-143.763306,-82.878616,530.081543,-138.692413,-49.575027,534.156982,-143.301804,-59.343243,513.652832,-122.066910,-66.077492,495.173462,-157.529083,-26.547178,513.774963,-157.226334
6927,57.725000,-0.131115,0.086208,-0.693201,-0.703455,-51.267452,518.503662,-143.327866,-77.275024,531.164673,-138.193848,-44.010941,535.318970,-143.013351,-53.594368,514.918640,-121.595055,-60.463345,496.192261,-156.901443,-20.993351,514.923828,-156.935623
6928,57.733333,-0.132899,0.085147,-0.693646,-0.702811,-45.667404,519.733398,-142.884705,-71.682137,532.333801,-137.639145,-38.445137,536.563660,-142.578232,-47.905472,516.119019,-121.147423,-54.867065,497.418030,-156.449142,-15.436956,516.232727,-156.609573
6929,57.741667,-0.133280,0.082427,-0.693713,-0.702996,-40.101913,521.153564,-142.334259,-66.101486,533.755066,-137.016754,-32.889030,537.989136,-142.114822,-42.242817,517.609558,-120.575615,-49.346550,498.787811,-155.784729,-9.929434,517.626282,-156.179352
6930,57.750000,-0.135114,0.082678,-0.694671,-0.701670,-34.611378,522.605774,-141.728165,-60.644680,535.101563,-136.326782,-27.455729,539.465210,-141.468460,-36.702644,518.986511,-119.977074,-43.802670,500.250580,-155.232620,-4.450925,519.225037,-155.635895
6931,57.758333,-0.136805,0.081183,-0.694485,-0.701701,-29.153717,524.007935,-141.160843,-55.167191,536.492004,-135.638290,-22.003387,540.869995,-140.927963,-31.145655,520.380981,-119.401718,-38.397217,501.653503,-154.630951,0.945099,520.643127,-155.205307
6932,57.766667,-0.137025,0.077790,-0.694642,-0.701887,-23.741096,525.415771,-140.452866,-49.738007,537.900757,-134.854843,-16.605473,542.285278,-140.331680,-25.619684,521.884644,-118.667915,-33.031590,502.992737,-153.775787,6.289512,522.015564,-154.634125
6933,57.775000,-0.138673,0.075910,-0.694581,-0.701830,-18.254314,526.834351,-139.778839,-44.232834,539.300964,-134.055893,-11.131107,543.709351,-139.697464,-20.022612,523.307739,-117.983925,-27.593288,504.400604,-153.049652,11.708515,523.453247,-154.107269
6934,57.783333,-0.139898,0.074867,-0.694846,-0.701436,-12.786766,528.362854,-139.002243,-38.765163,540.791321,-133.196320,-5.686872,545.247742,-138.936691,-14.484060,524.826416,-117.203278,-22.134663,505.920593,-152.252365,17.137163,525.028320,-153.422607
6935,57.791667,-0.140800,0.073270,-0.695795,-0.700483,-7.399162,529.907715,-138.121155,-33.399651,542.256836,-132.245331,-0.353822,546.815491,-138.091431,-9.017767,526.383972,-116.314148,-16.715137,507.424225,-151.323853,22.490801,526.658020,-152.631042
6936,57.800000,-0.141229,0.070784,-0.697953,-0.698503,-1.975544,531.458557,-137.229752,-28.037514,543.652832,-131.303177,4.959034,548.412109,-137.266602,-3.501801,527.981628,-115.408577,-11.186028,508.880005,-150.343979,27.888823,528.366211,-151.826477
6937,57.808333,-0.142627,0.068075,-0.697570,-0.698870,3.265281,533.154480,-136.204514,-22.760349,545.362244,-130.147308,10.200842,550.107239,-136.314087,1.867424,529.718689,-114.368233,-6.024114,510.552155,-149.221771,33.042835,530.032104,-150.971191
6938,57.816667,-0.143798,0.068303,-0.698126,-0.698052,8.366287,534.950867,-135.081894,-17.677475,547.093384,-128.971771,15.267634,551.917725,-135.162872,6.998209,531.466187,-113.251465,-0.891274,512.357422,-148.137177,38.134583,531.919556,-149.886169
